Ruinous Thunder,300,20,1 (E_SKILL_TYPE_MAGIC_ATK),3 (Electric),32 (Invalid),32 (Invalid),32 (Invalid),-1,3 (E_SKILL_TEKISEI_CATEGORY_THUNDER),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,200,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_990,5 (E_SKILL_HIT_STAMP_TYPE_THUNDER),186,21961,3 (E_SKILL_ICON_THUNDER),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,3 (Electric),,,,,,,,
Thalassic Calamity,301,45,1 (E_SKILL_TYPE_MAGIC_ATK),2 (Ice),32 (Invalid),32 (Invalid),32 (Invalid),-1,2 (E_SKILL_TEKISEI_CATEGORY_ICE),1 (Damage),2 (Affliction),5 (CostAttacking),6 (random foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),3,7,,110,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,5 (E_OVERWRITE_CONDITION_CALC_ATTACK_CNT),,8 (E_OVERWRITE_FORMULA_MAX_ATTACK_CNT),3,,,,,FALSE,FALSE,,,sk_991,4 (E_SKILL_HIT_STAMP_TYPE_ICE),3,16960,2 (E_SKILL_ICON_ICE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2 (Ice),,,,,,,,
Hell Exhaust,302,40,1 (E_SKILL_TYPE_MAGIC_ATK),4 (Force),32 (Invalid),32 (Invalid),32 (Invalid),Name_HellBiker (356),4 (E_SKILL_TEKISEI_CATEGORY_WIND),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,120,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),,,,,,,,,,,,,,13,FALSE,FALSE,,,,1635,,,,,,,,,,,,,,FALSE,FALSE,,,sk_405,6 (E_SKILL_HIT_STAMP_TYPE_WIND),599,29390,4 (E_SKILL_ICON_WIND),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,4 (Force),8,,,,,,,
Death Lust,303,90,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_MotherHarlot (351),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,160,100,100,108,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,,,,,,,,,,,,,,,,,,,,24,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_809,9 (E_SKILL_HIT_STAMP_TYPE_ALL),321,47720,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),,,,,,,,
Headcrush,304,20,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Artemis (31),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,200,100,100,108,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,,,,,,,,,,,,,,,,,,,15,FALSE,FALSE,,,,420,,,,,,,,,,,,,,FALSE,FALSE,,,sk_020,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),489,3450,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),14,,,,,,,
Somersault,305,45,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Artemis (31),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,160,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,,,-2,,,,,,,,,,,,,,,15,FALSE,FALSE,,,,1984,,,,,,,,,,,,,,FALSE,FALSE,,,sk_002,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),219,3451,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),7,,,,,,,
Kannabi Veil,306,15,4 (E_SKILL_TYPE_AID),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-1,9 (E_SKILL_TEKISEI_CATEGORY_AID),4 (CostSupporting),,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,13 (E_SKILL_EXTRA_EFFECT_DAMAGE_CUT),,,,,,,,,,,,FALSE,FALSE,,,sk_992,0 (E_SKILL_HIT_STAMP_TYPE_NONE),135,65961,9 (E_SKILL_ICON_AID),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Profaned Land,307,35,1 (E_SKILL_TYPE_MAGIC_ATK),6 (Dark),32 (Invalid),32 (Invalid),32 (Invalid),-1,6 (E_SKILL_TEKISEI_CATEGORY_DARK),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,240,100,100,98,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_993,8 (E_SKILL_HIT_STAMP_TYPE_DARK),158,39961,6 (E_SKILL_ICON_DARK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,6 (Dark),,,,,,,,
Stagnant Air,308,50,2 (E_SKILL_TYPE_NODAMAGE_ATK),20 (Mirage),32 (Invalid),32 (Invalid),32 (Invalid),Name_Mephisto (78),8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80,,3,,,-1,-1,,,,,,,,,,,,,,24,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_816,0 (E_SKILL_HIT_STAMP_TYPE_NONE),742,53721,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Omagatoki: Potential,309,0,4 (E_SKILL_TYPE_AID),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,1 (Player),6 (Yoma),36 (Foul),,,59 (E_SKILL_EXTRA_EFFECT_MAGATSUHI_TEKISEI_MAX),64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,,,,,,,,FALSE,FALSE,,,AllyOOMAGATOKI,0 (E_SKILL_HIT_STAMP_TYPE_NONE),633,80011,9 (E_SKILL_ICON_AID),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Miracle Water,310,20,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-1,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,15,20,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_994,0 (E_SKILL_HIT_STAMP_TYPE_NONE),335,59961,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Revival Chant,311,100,7 (E_SKILL_TYPE_SUMMON),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-1,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,7 (E_SKILL_TARGET_SELF_SIDE_CMP_ONE),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,,,,,,,,,,,,,4000,,,,,0,FALSE,FALSE,,,,,,39 (E_SKILL_EXTRA_EFFECT_DEAD_SUMMON),,,,,,,,,,,,FALSE,FALSE,,,sk_995,0 (E_SKILL_HIT_STAMP_TYPE_NONE),586,57960,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Dreadful Gleam,312,60,1 (E_SKILL_TYPE_MAGIC_ATK),3 (Electric),32 (Invalid),32 (Invalid),32 (Invalid),Name_Ishtar (25),3 (E_SKILL_TEKISEI_CATEGORY_THUNDER),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,165,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,40,,,,,,,,,,,,,,,,,,,,18,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_311,5 (E_SKILL_HIT_STAMP_TYPE_THUNDER),43,23540,3 (E_SKILL_ICON_THUNDER),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,3 (Electric),,,,,,,,
Dreadful Gleam,313,60,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,3 (E_SKILL_TEKISEI_CATEGORY_THUNDER),5 (CostAttacking),,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,18,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,NoAction,0 (E_SKILL_HIT_STAMP_TYPE_NONE),43,22540,3 (E_SKILL_ICON_THUNDER),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Harvest Dance,314,14,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,2 (1 ally),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,,,2,,,,,,,,,,120,,,,,0,FALSE,FALSE,,,,1664,,,,,,,,,,,,,,FALSE,FALSE,,,sk_921,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103007,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),34,,,,,,,
Toxic Breath,315,30,1 (E_SKILL_TYPE_MAGIC_ATK),6 (Dark),32 (Invalid),32 (Invalid),32 (Invalid),Name_Hydra (115),6 (E_SKILL_TEKISEI_CATEGORY_DARK),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,120,100,100,98,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_823,8 (E_SKILL_HIT_STAMP_TYPE_DARK),272,41960,6 (E_SKILL_ICON_DARK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,6 (Dark),,,,,,,,
Call Angel,316,66,9 (E_SKILL_TYPE_CALL),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,CallReinforcement,0 (E_SKILL_HIT_STAMP_TYPE_NONE),250,76961,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Call Soldiers,317,66,9 (E_SKILL_TYPE_CALL),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,CallReinforcement,0 (E_SKILL_HIT_STAMP_TYPE_NONE),258,76962,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Call Souls,318,66,9 (E_SKILL_TYPE_CALL),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,CallReinforcement,0 (E_SKILL_HIT_STAMP_TYPE_NONE),327,76963,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Call Evil,319,66,9 (E_SKILL_TYPE_CALL),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,CallReinforcement,0 (E_SKILL_HIT_STAMP_TYPE_NONE),266,76964,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Purgatorium,320,50,1 (E_SKILL_TYPE_MAGIC_ATK),1 (Fire),32 (Invalid),32 (Invalid),32 (Invalid),-3,1 (E_SKILL_TEKISEI_CATEGORY_FIRE),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,220,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_126,3 (E_SKILL_HIT_STAMP_TYPE_FIRE),585,11960,1 (E_SKILL_ICON_FIRE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1 (Fire),,,,,,,,
Impetus,321,50,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),-3,0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,220,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_039,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),50,5961,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Mesektet's Path,322,45,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_KhonsuRa (15),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,50,100,100,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,255,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_712,9 (E_SKILL_HIT_STAMP_TYPE_ALL),999,103008,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),,,,,,,,
NOT USED:SKILL_NAME_SKILL_ID_323,323,180,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),Name_KhonsuRa (15),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,28,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_713,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103009,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,1,,,,,
NOT USED:SKILL_NAME_SKILL_ID_324,324,120,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,sk_980,0 (E_SKILL_HIT_STAMP_TYPE_NONE),999,103010,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,1,,,,,
Death Flies,325,120,1 (E_SKILL_TYPE_MAGIC_ATK),6 (Dark),32 (Invalid),32 (Invalid),32 (Invalid),Name_Beelzebub (81),6 (E_SKILL_TEKISEI_CATEGORY_DARK),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,320,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,28,FALSE,FALSE,,,,,,,,,,2 (E_OVERWRITE_CONDITION_WEAK),,2 (E_OVERWRITE_FORMULA_DEATH),60,,,,,FALSE,FALSE,,,sk_513,8 (E_SKILL_HIT_STAMP_TYPE_DARK),257,41840,6 (E_SKILL_ICON_DARK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,6 (Dark),,,,,,,,
Light of Order,326,200,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),Name_Tao (365),10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,3 (all allies),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,-10 (Dekunda +1),-10 (Dekunda +1),-10 (Dekunda +1),-10 (Dekunda +1),,,,,,,,,50,8,,,,20,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_920,0 (E_SKILL_HIT_STAMP_TYPE_NONE),389,59601,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Primordial Chaos,327,150,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_Yoko (366),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,210,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,-12 (Dekaja -1),-12 (Dekaja -1),-12 (Dekaja -1),-12 (Dekaja -1),,,,,,,,,,,,,,20,FALSE,FALSE,,,,5408,,,,,,,,,,,,,,FALSE,FALSE,,,sk_710,9 (E_SKILL_HIT_STAMP_TYPE_ALL),179,47601,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),23,,,,,,,
Astral Saintstrike,328,40,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Artemis (31),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),6 (random foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),15,15,,20,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,15,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_042,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),150,4450,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Inferno of God,329,90,1 (E_SKILL_TYPE_MAGIC_ATK),1 (Fire),32 (Invalid),32 (Invalid),32 (Invalid),-3,1 (E_SKILL_TEKISEI_CATEGORY_FIRE),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,220,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_107,3 (E_SKILL_HIT_STAMP_TYPE_FIRE),119,11961,1 (E_SKILL_ICON_FIRE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1 (Fire),,,,,,,,
Hailstorm of God,330,90,1 (E_SKILL_TYPE_MAGIC_ATK),2 (Ice),32 (Invalid),32 (Invalid),32 (Invalid),-3,2 (E_SKILL_TEKISEI_CATEGORY_ICE),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,220,100,100,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_207,4 (E_SKILL_HIT_STAMP_TYPE_ICE),125,17961,2 (E_SKILL_ICON_ICE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2 (Ice),,,,,,,,
