,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jack Frost,637,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,638,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,639,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,640,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Kaya-no-Hime,641,330,19 (Jirae),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,16,0,0,1,1,0,98,0,5,100,70,100,0,676,121,18,25,6,9,17,14,11,13,16,28,21,22,100,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_DemonicMediation (533),100,125,100,100,50,100,125,100,125,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-4,0,0,2,0,0,0,-2,2,3,3,0,0,120,0,120,0
Jack Frost,642,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,643,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,644,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,645,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,646,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,647,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,648,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,649,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,650,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,651,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,652,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,653,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,654,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,655,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,656,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,657,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,658,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,659,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,660,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,661,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,662,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,663,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,664,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,665,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,666,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,667,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,668,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,669,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,670,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,671,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,672,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,673,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,674,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,675,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,676,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,677,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,678,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,679,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,680,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Satan,681,1,48 (Primal),0,1,0,0,0,1,2 (Light),4 (Law),0,0,0,99,0,0,1,1,0,98,0,5,100,70,100,1,99116,9999,21,20,132,198,132,132,132,20,21,20,19,20,100,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Adversary_PassivePart (690),50,Drain (1000),100,100,100,Drain (1000),Drain (1000),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,6,6,3,3,3,0,0,9,0,2,0,0,0,0,120,0,120,0
Arahabaki,682,211,27 (Kunitsu),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,95,0,0,1,1,0,98,0,5,100,70,100,211,9515,9830,25,17,96,113,45,54,77,23,28,16,15,18,100,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_AffableHospitality (617),Null (0),125,125,125,125,50,50,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-4,-2,-3,-3,0,0,3,0,3,0,0,0,0,120,0,120,0
